alpha_two_code,Name,web_pages,state-province,domains,Address,logo,logo_flag,city
US,Northeastern Illinois University,['http://www.neiu.edu/'],,,United States,https://www.neiu.edu/sites/default/files/2021-10/neiu_main_logo_0_0.png,TRUE,Chicago
US,Northeastern Ohio University College of Medicine,['http://www.neoucom.edu/'],,,United States,https://www.professors.directory/gallery/2869__sic.jpg,FALSE,
US,Northface University,['http://www.northface.edu/'],,,United States,https://i.pinimg.com/originals/75/bd/d2/75bdd29c8bf4778033029cda5fca9b5e.jpg,FALSE,
US,North Georgia College,['http://www.ngc.peachnet.edu/'],,,United States,https://i.pinimg.com/originals/06/4a/e5/064ae537d99fab3bf1d202e34cb5663f.jpg,FALSE,
US,North Greenville College,['http://www.ngc.edu/'],,,United States,https://www.gannett-cdn.com/-mm-/dba5da37ef729f897849e91332f9fee6f1744e53/c=0-52-1020-628&r=x1683&c=3200x1680/local/-/media/2017/02/21/CarolinaGroup/Greenville/636232780023377925-North-Greenville-University-logo.jpg,FALSE,
US,North Park University,['http://www.northpark.edu/'],,,United States,https://www.northpark.edu/wp-content/themes/northpark/images/npu-logo-horizontal-invert.svg,TRUE,Chicago
US,Northwest Christian College,['http://www.nwcc.edu/'],,,United States,https://www.nwcc.edu/wp-content/uploads/2011/02/footer-logo.jpg,TRUE,
US,Northwest College of Art,['http://www.nca.edu/'],,,United States,https://www.onlinedegree.com/wp-content/uploads/2017/01/ncad_logo.png,FALSE,
US,Northwestern College Iowa,['http://www.nwciowa.edu/'],,,United States,https://pbs.twimg.com/profile_images/638714311066578944/TX2YWfXh.jpg,FALSE,
US,Northwestern College of Chiropractic,['http://www.nwchiro.edu/'],,,United States,https://tgimaps.com/wp-content/uploads/2016/09/northwestern_college_of_chiropractic_logo.png,FALSE,
US,Northwestern College St. Paul,['http://www.nwc.edu/'],,,United States,https://www.nwc.edu:443/global/logos/logo-NWCFA.svg,TRUE,
US,Northwestern Oklahoma State University,['http://www.nwalva.edu/'],,,United States,http://cdn.mastersinpsychologyguide.com/uploads/school/logo/3255/tower_20logo.jpg,FALSE,Alva
US,Northwestern State University of Louisiana,['http://www.nsula.edu/'],,,United States,https://www.nsula.edu/wp-content/plugins/gdpr-cookie-compliance/dist/images/gdpr-logo.png,TRUE,Natchitoches
US,Northwest Nazarene University,['http://www.nnu.edu/'],,,United States,https://www.nnu.edu/themes/custom/nnu_edu/dist/assets/nnu-logo.svg,TRUE,Nampa
US,Northwest University,['http://www.northwestu.edu/'],,,United States,https://www.topuniversities.com/sites/default/files/profiles/logos/northwest-university-china_592560cf2aeae70239af5297_large.jpg,TRUE,Kirkland
US,"Northwood University, Florida Campus",['http://www.northwood.edu/campuses/florida/'],,,United States,https://www.prepsportswear.com/media/images/college_logos/300x300/2743902_mktg_logo.png,FALSE,
US,"Northwood University, Texas Campus",['http://www.northwood.edu/campuses/texas/'],,,United States,http://www.prepsportswear.com/media/images/college_logos/300x300/2743903_mktg_logo.png,FALSE,
US,Notre Dame College,['http://www.notredame.edu/'],,,United States,http://markdhogan.files.wordpress.com/2013/01/notre-dame-logo.jpg,FALSE,Cleveland
US,Notre Dame College of Ohio,['http://www.ndc.edu/'],,,United States,https://notredamecolle.wpenginepowered.com/wp-content/uploads/2021/02/NDC-logo-blue.png,TRUE,
US,Notre Dame de Namur University,['http://www.ndnu.edu/'],,,United States,https://www.ndnu.edu/wp-content/uploads/NDNU-100yr-logo.png,TRUE,Belmont
US,Nyack College,['http://www.nyackcollege.edu/'],,,United States,https://mycollegeselection.com/wp-content/uploads/2019/05/Nyack-College-Logo.jpg,FALSE,Nyack
US,Oakland City University,['http://www.oak.edu/'],,,United States,https://oakedu.wpengine.com/wp-content/uploads/2020/12/oakland-city-university-logo.svg,TRUE,Oakland City
US,Oakwood College,['http://www.oakwood.edu/'],,,United States,https://oakwood.edu/wp-content/uploads/2016/11/logo_tx.png,TRUE,
US,Oglala Lakota College,['http://www.olc.edu/'],,,United States,https://www.olc.edu/theme/olc/images/logo.png,TRUE,
US,Oglethorpe University,['http://www.oglethorpe.edu/'],,,United States,https://oglethorpe.edu/wp-content/themes/ogle_main/images/oglethorpe-full-logo-new_white-alt.png,TRUE,Atlanta
US,Ohio College of Podiatric Medicine,['http://www.ocpm.edu/'],,,United States,http://www.hillel.org/CGimages/IMAGE-06112012032937.jpg,FALSE,
US,Ohio State University,['http://www.ohio-state.edu/'],,,United States,https://www.topuniversities.com/sites/default/files/profiles/logos/the-ohio-state-university_465_large.jpg,TRUE,C
US,Ohio State University - Lima,['http://www.lima.ohio-state.edu/'],,,United States,https://www.onlinedegree.com/wp-content/uploads/2017/01/ohio-state-lima-logo.png,FALSE,
US,Ohio State University - Mansfield,['http://www.mansfield.ohio-state.edu/'],,,United States,http://bloximages.newyork1.vip.townnews.com/richlandsource.com/content/tncms/assets/v3/editorial/7/24/7243b50c-86ae-11e3-8c55-001a4bcf6878/52e5451b0f1b4.image.jpg,FALSE,
US,Ohio State University - Marion,['http://www.marion.ohio-state.edu/'],,,United States,https://www.onlinedegree.com/wp-content/uploads/2017/01/ohio-state-marion-logo.png,FALSE,
US,Ohio State University - Newark,['http://www.newark.ohio-state.edu/'],,,United States,https://pbs.twimg.com/profile_images/378800000798805022/c0b278e5b14ed85fe6fe04f40a699087_400x400.png,FALSE,
US,Ohio University - Chillicothe,['http://www.ohiou.edu/chillicothe/'],,,United States,https://www.mascotdb.com/sites/default/files/images/logos/40685.jpg,FALSE,
US,Ohio University - Eastern,['http://www.eastern.ohiou.edu/'],,,United States,https://media.universities.com/cache/school_logo/images/school/ohio-university-eastern-campus-logo-4864.jpeg,FALSE,
US,Ohio University - Lancaster,['http://www.lancaster.ohiou.edu/'],,,United States,https://is5-ssl.mzstatic.com/image/thumb/Purple128/v4/5d/b6/d3/5db6d3de-7794-2f49-169b-bc978ceccd34/source/512x512bb.jpg,FALSE,
US,Ohio University - Southern,['http://www.ohiou.edu/southern/'],,,United States,http://b.vimeocdn.com/ps/332/896/3328964_300.jpg,FALSE,
US,Ohio University - Zanesville,['http://www.zanesville.ohiou.edu/'],,,United States,https://media.universities.com/cache/school_logo/images/school/ohio-university-zanesville-campus-logo-15931.jpeg,FALSE,
US,Ohio Valley College,['http://www.ovc.edu/'],,,United States,https://cdn.stateuniversity.com/assets/logos/images/11781/large_OVCT_logo.c08.jpg,FALSE,
US,Oklahoma Panhandle State University,['http://www.opsu.edu/'],,,United States,http://www.opsu.edu/img/logos/P_opsu550.png,TRUE,Goodwell
US,Oklahoma State University Center for Health Sciences,['http://osu.com.okstate.edu/'],,,United States,https://health.okstate.edu/site-files/images/chs-logo.jpg,TRUE,
US,Oklahoma State University - Institute of Technology,['http://www.osuit.edu/'],,,United States,https://osuit.edu/_resources/images/osuit-logo.png,TRUE,
US,Oklahoma State University - Oklahoma City,['http://www.osuokc.edu/'],,,United States,https://osuokc.edu/sites/all/themes/responsive_osu_main_page/images/osu-okc-logo-tagline-2019.png,TRUE,
US,Oklahoma State University - Tulsa,['http://www.osu-tulsa.okstate.edu/'],,,United States,https://tulsa.okstate.edu/sites/all/themes/responsive_osu_main_page/images/logo-banner-tulsa.png,TRUE,
US,Olive-Harvey College,['http://www.ccc.edu/oliveharvey/'],,,United States,https://www.ccc.edu/colleges/olive-harvey/PublishingImages/mainlogo.png,TRUE,
US,Olivet College,['http://www.olivetcollege.edu/'],,,United States,https://www.olivetcollege.edu/wp-content/uploads/2020/10/olivet-logo-white.png,TRUE,Olivet
US,O'More College of Design,['http://www.omorecollege.edu/'],,,United States,https://www.onlinedegree.com/wp-content/uploads/2017/01/omore-college-of-design_2016-10-19_11-30-04-284.jpg,FALSE,
US,Oregon College of Arts and Crafts,['http://www.ocac.edu/'],,,United States,https://widget.campusexplorer.com/media/126x126/Oregon_College_of_Art_and_Craft-logo-24DB2A00.png,FALSE,
US,Otis College of Art & Design,['http://www.otisart.edu/'],,,United States,https://2.bp.blogspot.com/-SidGakSeczs/WfpLD9FGyJI/AAAAAAABMPc/sFuL_pJHCyQdCe0ABVXn7P8haDgOIx4bACK4BGAYYCw/s1600/Otis%2BCollege%2BOf%2BArt%2BAnd%2BDesign%2B-%2BOtis%2BSchool%2BOf%2BDesign-738261.png,FALSE,
US,Ottawa University,['http://www.ottawa.edu/'],,,United States,https://www.ottawa.edu/Ottawa/images/logo.png,TRUE,Ottawa
US,Ouachita Baptist University,['http://www.obu.edu/'],,,United States,https://everipedia-storage.s3.amazonaws.com/ProfilePicture/en/Ouachita_Baptist_University__826502/Ouachita_Baptist_University_seal.png__63217.png,FALSE,Arkadelphia
US,Our Lady of Holy Cross College,['http://www.olhcc.edu/'],,,United States,https://www.professors.directory/gallery/2345_la-our_lady_of_holy_cross_college_plb.jpg,FALSE,
US,Ozark Christian College,['http://www.occ.edu/'],,,United States,https://occ.edu/assets/img/occ-logo-white-large.png,TRUE,Joplin
US,Pace University  Pleasantville/Briarcliff,['http://www.pace.edu/campus/pville.html'],,,United States,https://www.eduopinions.com/wp-content/uploads/2018/08/PaceUniversity-logo.jpg,FALSE,
US,Pacifica Graduate Institute,['http://www.pacifica.edu/'],,,United States,https://www.pacifica.edu/wp-content/uploads/2016/10/pacifica-logo.png,TRUE,Carpinteria
US,Pacific College of Oriental Medicine,['http://www.ormed.edu/'],,,United States,http://ww1.prweb.com/prfiles/2016/04/06/13592261/BlueLogoTwoLines_RGB_large.png,FALSE,
US,Pacific Graduate School of Psychology,['http://www.pgsp.edu/'],,,United States,https://d1hbpr09pwz0sk.cloudfront.net/logo_url/palo-alto-university-ab76d675,FALSE,
US,Pacific Northwest College of Art,['http://www.pnca.edu/'],,,United States,https://pnca.willamette.edu/images/uploads/A-Creative-Mind-logo.jpg,TRUE,
US,Pacific Oaks College,['http://www.pacificoaks.edu/'],,,United States,https://www.pacificoaks.edu/wp-content/themes/pacificoaks/assets/images/po_college_logo_main.png,TRUE,Pasadena
US,Paier College of Art,['http://www.paierart.com/'],,,United States,https://d1lxhc4jvstzrp.cloudfront.net/themes/registrar/images/logo_moniker.svg,TRUE,
US,Paine College,['http://www.paine.edu/'],,,United States,https://vignette.wikia.nocookie.net/baseball/images/0/05/PAI.jpg/revision/latest?cb=20180703160533,FALSE,Augusta
US,Palm Beach Atlantic University,['http://www.pba.edu/'],,,United States,https://s3.amazonaws.com/connectsports-prod/college_pics/photo-465.jpg,FALSE,West Palm Beach
US,Palmer College of Chiropractic,['http://www.palmer.edu/'],,,United States,https://www.palmer.edu/wp-content/uploads/2022/02/palmer-college-logo-1.jpg,TRUE,
US,Palmer College of Chiropractic West,['http://www.palmer.edu/PCCW/pcwmain.htm'],,,United States,http://bloximages.chicago2.vip.townnews.com/qctimes.com/content/tncms/assets/v3/editorial/e/b4/eb47be08-f8f3-5dc9-8f39-2b226a8078ba/55f701c6b4cd9.image.jpg,FALSE,
US,Park College,['http://www.park.edu/'],,,United States,https://s3-media1.fl.yelpcdn.com/bphoto/Yzk02foDyRMGM5DxRtCd5Q/o.jpg,FALSE,
US,Parsons School of Design,['http://www.parsons.edu/'],,,United States,https://www.newschool.edu/assets/img/school-logos/parsons_desktop.svg,TRUE,
US,Paul Quinn College,['http://www.pqc.edu/'],,,United States,https://paulquinn.edu/wp-content/uploads/2022/09/pqc-logo-white.svg,TRUE,Dallas
US,Pebble Hills University,['http://www.pebblehills.edu/'],,,United States,http://www.businesslist.com.ng/img/ng/j/1423209195-30-pebble-hills-university.jpg,FALSE,
US,Pennsylvania Academy of the Fine Arts,['http://www.pafa.org/'],,,United States,https://www.pafa.org/themes/custom/pafa/logo.svg,TRUE,Philadelphia
US,Pennsylvania College of Optometry,['http://www.pco.edu/'],,,United States,https://media-exp1.licdn.com/dms/image/C4E0BAQG8iZh9uz0GYQ/company-logo_200_200/0/1556150873355?e=2159024400&v=beta&t=__lh2LqepvwombQ2FYOFMK5Kl_0EAxHsD58yhtYwdSw,FALSE,
US,Pennsylvania State University - Abington,['http://www.abington.psu.edu/'],,,United States,https://www.abington.psu.edu/sites/abington/files/logos/PSU_ABO_RGB_2C.svg,TRUE,
US,Pennsylvania State University - Altoona,['http://www.aa.psu.edu/'],,,United States,https://altoona.psu.edu/sites/altoona/files/logos/PSU_AAO_RGB_2C.svg,TRUE,
US,Pennsylvania State University at Erie - Behrend College,['http://www.pserie.psu.edu/'],,,United States,https://www.onlinedegree.com/wp-content/uploads/2017/01/penn-state-behrend-logo.png,FALSE,
US,Pennsylvania State University at Harrisburg - The Capital College,['http://www.hbg.psu.edu/'],,,United States,https://harrisburg.psu.edu/sites/harrisburg/files/logos/PSU_HBO_RGB_2C.svg,TRUE,
US,Pennsylvania State University - Berks-Lehigh Valley College,['http://www.bk.psu.edu/'],,,United States,https://berks.psu.edu/sites/berks/files/logos/PSU_BKO_RGB_2C.svg,TRUE,
US,Pennsylvania State University Delaware County,['http://www.de.psu.edu/'],,,United States,https://www.mapmystudy.com/uploaded_files/university/big/logo-Pennsylvania_State_University-2020_08_10_11_31_47.png,FALSE,
US,Pennsylvania State University Great Valley,['http://www.gv.psu.edu/'],,,United States,https://greatvalley.psu.edu/sites/greatvalley/files/logos/PSU_GVO_RGB_2C.svg,TRUE,
US,Pennsylvania State University - Lehigh Valley,['http://www.an.psu.edu/'],,,United States,https://i1.wp.com/mycollegeselection.com/wp-content/uploads/2019/05/Penn-State-Lehigh-Valley-Logo.png?w=1200&ssl=1,FALSE,
US,Pennsylvania State University - Milton S.Hershey Medical Center,['http://www.collmed.psu.edu/'],,,United States,https://chotnsf.org/wp-content/uploads/2016/11/547cbf71d2ed7.image_.jpg,FALSE,
US,Pennsylvania State University - Schuylkill,['http://www.sl.psu.edu/'],,,United States,https://schuylkill.psu.edu/sites/schuylkill/files/logos/PSU_SLO_RGB_2C.svg,TRUE,
US,Pfeiffer University,['http://www.pfeiffer.edu/'],,,United States,https://www.pfeiffer.edu/wp-content/themes/pfeiffer/img/logo.svg,TRUE,Misenheimer
US,Philadelphia College of Bible,['http://www.pcb.edu/'],,,United States,http://stephaniebernotas.theworldrace.org/blogphotos/theworldrace/stephaniebernotas/215114_Philadelphia_Biblical_University-Langhorne.jpg,FALSE,
US,Philander Smith College,['http://www.philander.edu/'],,,United States,https://images.squarespace-cdn.com/content/v1/56c48e10cf80a1474d506114/1508943657425-YD61HPMOFUXEOJ6FR4OD/ke17ZwdGBToddI8pDm48kNRnzlbJfdbJazU2YLkkJZZ7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z4YTzHvnKhyp6Da-NYroOW3ZGjoBKy3azqku80C789l0ro8siOxa7KOjEXaZRk24Q4ATLsMPWAc0TSp_5-I_QhVDRljxIs7NJiHhJIiJ16BcQ/LOGOs_%C2%A92016PhilanderSmith_final_FC+Full+logo.jpg,FALSE,Little Rock
US,Phillips Graduate Institute,['http://www.pgi.edu/'],,,United States,https://chambermaster.blob.core.windows.net/images/customers/9034/members/7206/logos/MEMBER_PAGE_HEADER/PGI_Logo_sm.jpg,FALSE,
US,Piedmont Baptist College,['http://www.pbc.edu/'],,,United States,https://carolinau.edu/themes/custom/piu/logo.svg,TRUE,
US,Piedmont College,['http://www.piedmont.edu/'],,,United States,https://www.piedmont.edu/wp-content/themes/piedmont/img/logo-piedmont.svg,TRUE,Demorest
US,Pikeville College,['http://www.pc.edu/'],,,United States,https://pbs.twimg.com/profile_images/1163662971/us3y.jpg,FALSE,
US,Pillsbury Baptist Bible College,['http://www.pillsbury.edu/'],,,United States,"https://static.wixstatic.com/media/c161cc_ea048a77e26945c3a12dbdd70044bd4d.jpg/v1/fill/w_227,h_226,al_c,lg_1,q_80/c161cc_ea048a77e26945c3a12dbdd70044bd4d.jpg",FALSE,
US,Point Loma Nazarene College,['http://www.ptloma.edu/'],,,United States,https://cdn-payscale.com/content/school_logos/Point%20Loma%20Nazarene%20University_200px.png,FALSE,
US,Point Park College,['http://www.ppc.edu/'],,,United States,https://diamondhitclub.com/wp-content/uploads/2019/10/pointpark.jpg,FALSE,
US,"Polytechnic University, Long Island Campus",['http://www.poly.edu/li/'],,,United States,https://engineering.nyu.edu/themes/custom/tandon/logo.svg,TRUE,
US,"Polytechnic University, Westchester Graduate Center",['http://www.poly.edu/west/'],,,United States,https://engineering.nyu.edu/themes/custom/tandon/logo.svg,TRUE,
US,Post University of Waterbury,['http://www.post.edu/'],,,United States,https://www.collegeconsensus.com/wp-content/uploads/2019/12/Post-University-logo-264x300.png,FALSE,
US,Prairie View Agricultural and Mechanical University,['http://www.pvamu.edu/'],,,United States,https://www.pvamu.edu/wp-content/uploads/2019/11/pvplace-logo.png,TRUE,
US,Preston University,['http://www.preston.edu/'],,,United States,https://talib.pk/wp-content/uploads/2014/12/Preston-University-Karachi-Campus-Raking-Address-Fee-Structure.gif,FALSE,Kohat
US,Principia College,['http://www.prin.edu/'],,,United States,https://i0.wp.com/mycollegeselection.com/wp-content/uploads/2019/05/Principia-College-Logo.png?w=1200&ssl=1,FALSE,Elsah
US,Puget Sound Christian College,['http://members.aa.net/~bluvase/pscchome.html'],,,United States,https://images2.privateschoolreview.com/photo/1122x864/29000/29042/puget-sound-christian-school-LPXdBS.jpg,FALSE,
US,Quantum-Veritas International University,['http://www.qvius.edu/'],,,United States,https://files.logoscdn.com/v1/files/38002235/content.jpg?signature=Tdo9J0igGf7krSUcKQHRhhN1KtI,FALSE,
US,Queens College,['http://www.queens.edu/'],,,United States,https://www.queens.edu/_resources/img/icons/logo-wide.svg,TRUE,
US,Ramapo College of New Jersey,['http://www.ramapo.edu/'],,,United States,https://www.ramapo.edu/wp-content/themes/rcnjrd/images/logo.png,TRUE,Mahwah
US,Rand Graduate School of Policy Studies,['http://www.rgs.edu/'],,,United States,http://wwwassets.rand.org/etc/rand/designs/prgs/ui/images/logo-1200.png,FALSE,
US,Rasmussen College,['http://www.rasmussen.edu/'],,,United States,http://photos.prnewswire.com/prnfull/20121105/MM06109LOGO,FALSE,St Cloud
US,"Rasmussen College, Florida Campuses",['http://www.rasmussen.edu/locations/florida/'],,,United States,http://photos.prnewswire.com/prnfull/20121105/MM06109LOGO,FALSE,
US,"Rasmussen College, Illinois Campuses",['http://www.rasmussen.edu/locations/illinois/'],,,United States,https://www.illinoisnurses.foundation/wp-content/uploads/Rasmussen-300x224.jpg,FALSE,
US,"Rasmussen College, Minnesota Campuses",['http://www.rasmussen.edu/locations/minnesota/'],,,United States,https://media.universities.com/cache/school_logo/images/school/rasmussen-college-minnesota-logo-4043.jpeg,FALSE,
US,"Rasmussen College, North Dakota Campuses",['http://www.rasmussen.edu/locations/north-dakota/'],,,United States,https://ww1.prweb.com/prfiles/2011/10/24/8967090/gI_80239_RasmussenCollege_Logo.jpg,FALSE,
US,"Rasmussen College, Wisconsin Campuses",['http://www.rasmussen.edu/locations/wisconsin/'],,,United States,https://img.favpng.com/21/9/2/logo-rasmussen-college-brand-green-tree-png-favpng-d39dkfs6489pTqtwgJU0PRbZy.jpg,FALSE,
US,Reformed Bible College,['http://www.reformed.edu/'],,,United States,http://rbcollege.com/wp-content/uploads/2015/03/logo-main-retina.png,FALSE,
US,Regent International University,['http://www.regentinternational.net/'],,,United States,https://www.uniagents.com/institution-logo/institution-logo-13705.jpg,FALSE,
US,Regis College,['http://www.regiscollege.edu/'],,,United States,https://www.regiscollege.edu/themes/regis/logo.svg,TRUE,Weston
US,Reinhardt College,['http://www.reinhardt.edu/'],,,United States,https://www.reinhardt.edu/wp-content/uploads/2017/11/Rlogotype_white-goldout3-1.png,TRUE,
US,Research College of Nursing - Rockhurst University,['http://www.rockhurst.edu/3.0/academic_programs/nursing/admis3.html'],,,United States,"https://ih1.redbubble.net/image.438722652.1063/bg,f8f8f8-flat,750x,075,f-pad,750x1000,f8f8f8.u8.jpg",FALSE,
US,Rhode Island School of Design,['http://www.risd.edu/'],,,United States,https://www.risd.edu/sites/default/files/styles/featured_article_photo/public/2021-02/start_here_logo_animation_0.gif?itok=o2ev__sl,TRUE,Providence
US,Ringling College of Art and Design,['http://www.ringling.edu/'],,,United States,https://www.underconsideration.com/brandnew/archives/ringling_logo_04.jpg,FALSE,Sarasota
US,Roanoke Bible College,['http://www.roanokebible.edu/'],,,United States,https://i.pinimg.com/236x/60/f3/f2/60f3f2132b95724c6c417815d82f546b--college-ranking-roanoke.jpg,FALSE,
US,Robert Morris College,['http://www.robert-morris.edu/'],,,United States,https://www.rmu.edu/sites/default/files/logo.webp,TRUE,
US,Robert Morris College of Chicago,['http://www.rmcil.edu/'],,,United States,https://sigmabetadelta.org/wp-content/uploads/robert-morris.gif,FALSE,
US,Roberts Wesleyan College,['http://www.rwc.edu/'],,,United States,http://static-33.sinclairstoryline.com/resources/media/5414bde8-f815-4e1f-a46c-d43335ead79e-large16x9_RobertsWesleyanCollegeLogo.jpg?1460150053696,FALSE,Rochester
US,Rochester College,['http://www.rc.edu/'],,,United States,https://iconape.com/wp-content/png_logo_vector/rochester-college-logo.png,FALSE,
US,Rocky Mountain College of Art and Design,['http://www.rmcad.edu/'],,,United States,https://www.rmcad.edu/wp-content/themes/framework/assets/img/logos/logo.svg,TRUE,Lakewood
US,Rosemont College,['http://www.rosemont.edu/'],,,United States,https://www.rosemont.edu/about/marketing-communications/style-guide-logos/primary-logo/rosemont-stacked-logo.jpg,TRUE,Rosemont
US,"Ross University, School of Medicine",['http://www.rossmed.edu/'],,,United States,https://medical.rossu.edu/themes/custom/rum_base/rum-logo-horizontal-blue.png,TRUE,
US,Rowan University,['http://www.rowan.edu/'],,,United States,https://logos-download.com/wp-content/uploads/2019/11/Rowan_University_Logo.png,FALSE,Glassboro
US,Rush University,['http://www.rushu.rush.edu/'],,,United States,https://explore.chicagocollections.org/static/ogden/img/member_logos/rush.png,FALSE,Chicago
US,Russel Sage College,['http://www.sage.edu/RSC/'],,,United States,https://toppng.com/uploads/preview/rsc-seal-russell-sage-college-logo-11563056960dwuxidm8qo.png,FALSE,
US,Rust College,['http://www.rustcollege.edu/'],,,United States,https://www.uncf.org/wp-content/uploads/member_colleges/Rust-College-Seal.jpg,FALSE,Holly Springs
US,"Rutgers, The State University of New Jersey",['http://www.rutgers.edu/'],,,United States,https://i0.wp.com/www.depchem.com/wp-content/uploads/2018/08/Rutgers_The_State_University_of_New_Jersey_logo.png?ssl=1,FALSE,New Brunswick
US,"Rutgers, The State University of New Jersey - Camden",['http://camden-www.rutgers.edu/'],,,United States,https://is3-ssl.mzstatic.com/image/thumb/Purple125/v4/3b/0c/1c/3b0c1c65-7be0-81bd-9d1c-fa008f1e626b/source/512x512bb.jpg,FALSE,
US,"Rutgers, The State University of New Jersey - Newark",['http://rutgers-newark.rutgers.edu/'],,,United States,https://upload.wikimedia.org/wikipedia/en/c/cf/Rutgers%2C_The_State_University_of_New_Jersey_(fair_use).png,FALSE,
US,Sage Graduate School,['http://www.sage.edu/SGS/'],,,United States,https://www.albany.com/images/colleges/sgs.jpg,FALSE,
US,Salem College,['http://www.salem.edu/'],,,United States,https://communications.salem.edu/sites/communications/files/inline-files/Salem%20Seal%20BW.png,FALSE,Winston-Salem
US,Salem International University,['http://www.salemiu.edu/'],,,United States,https://hoopdirt.com/wp-content/uploads/2016/05/SalemInternationalLogo.jpg,FALSE,
US,Salem State College,['http://www.salem.mass.edu/'],,,United States,https://i.pinimg.com/736x/b6/a4/f7/b6a4f7486eb7d57a0707f1022dfdf89c.jpg,FALSE,
US,Salem Teikyo University,['http://www.salem-teikyo.wvnet.edu/'],,,United States,http://logosdatabase.com/logoimages/74342622.jpg,FALSE,
US,Salisbury State University,['http://www.ssu.edu/'],,,United States,https://www.ssu.edu/wp-content/uploads/ssu_logo_final_2.png,TRUE,
US,Salve Regina University,['http://www.salve.edu/'],,,United States,https://www.salve.edu/themes/custom/salve_theme/logo.png,TRUE,Newport
US,Samuel Merritt College,['http://www.samuelmerritt.edu/'],,,United States,https://www.samuelmerritt.edu/themes/custom/samu/assets/img/logo.svg,TRUE,
US,San Diego University for Integrative Studies,['http://www.sduis.edu/'],,,United States,https://sduis.edu/wp-content/uploads/2017/09/hero-logo.png,TRUE,
US,Sanford-Brown Institute,['http://www.sbjacksonville.com/'],,,United States,https://cdn2.dan.com/assets/public/trustpilot-logo-0c24ebada3a61a0fbab3ad699317a1224d0d7cb662136acbaf3411d0efa9f66b.png,TRUE,
US,San Francisco Art Institute,['http://www.sfai.edu/'],,,United States,https://sfai.edu/assets/img/logo-mobile@2x.png,TRUE,San Francisco
US,San Francisco Conservatory of Music,['http://www.sfcm.edu/'],,,United States,https://majoringinmusic.com/wp-content/uploads/2016/05/San-Francisco-Conservatory-of-Music-logo.png,FALSE,San Francisco
US,San Joaquin College of Law,['http://www.sjcl.org/'],,,United States,https://cdn2.dan.com/assets/public/trustpilot-logo-0c24ebada3a61a0fbab3ad699317a1224d0d7cb662136acbaf3411d0efa9f66b.png,TRUE,Clovis
US,San Jose Christian College,['http://www.sjchristiancol.edu/'],,,United States,https://www.finduniversity.ph/_resources/business/14893/san-jose-christian-colleges-logo.jpg,FALSE,
US,Savannah State University,['http://www.savstate.edu/'],,,United States,https://logos-download.com/wp-content/uploads/2021/01/Savannah_State_University_Logo-1536x949.png,FALSE,Savannah
US,Saybrook Institute,['http://www.saybrook.org/'],,,United States,https://www.charlesgaterealty.com/hs-fs/hubfs/charlesgate/saybrook-logo.png?width=1400&height=658&name=saybrook-logo.png,FALSE,
US,Schiller International University,['http://www.schiller.edu/'],,,United States,https://schiller.edu/placeholders/logo.svg,TRUE,
US,Scholl College of Podiatric Medicine,['http://www.scholl.edu/'],,,United States,https://ubmidrupalcandd.s3-eu-west-1.amazonaws.com/styles/article_image_620x420/s3/public/CD%20Image%20Library/Design/Quotes/Scholl%20.jpg?itok=aCHl3x2S,FALSE,
US,School for International Training,['http://www.sit.edu/'],,,United States,https://www.sit.edu/wp-content/themes/sit2019/assets/images/logos/logo-exp.svg,TRUE,
US,School of the Museum of Fine Arts,['http://www.smfa.edu/'],,,United States,https://www.bentley.edu/sites/default/files/2019-05/mfa_0.png,FALSE,
US,School of the Visual Arts,['http://www.schoolofvisualarts.edu/'],,,United States,https://i.pinimg.com/originals/87/2f/13/872f13f599ef9a4dfba3d7627f7ef42e.png,FALSE,
US,Schreiner College,['http://www.schreiner.edu/'],,,United States,https://www.mascotdb.com/sites/default/files/images/logos/40923.jpg,FALSE,
US,Scripps College,['http://www.scrippscol.edu/'],,,United States,https://assets.hospitalityonline.com/brands/employers/logos/000/268/879/logo.png?1501863174,FALSE,Claremont
US,Seton Hill College,['http://www.setonhill.edu/'],,,United States,https://edu-setonhill-www.s3.amazonaws.com/files/pages/square-xxsml-shu_sustainabilitylogo2022_600x600_homepage.png,TRUE,
US,Shaw University,['http://www.shawuniversity.edu/'],,,United States,http://www.shawu.edu/OSPIRE/ShawBearsFinalflat.jpg,FALSE,Raleigh
US,Sheldon Jackson College,['http://www.sheldonjackson.edu/'],,,United States,https://i.pinimg.com/236x/f9/87/a9/f987a9deb58982d585bb2b6f443d644d--alaska-colleges.jpg?nii=t,FALSE,
US,Shepherd College,['http://www.shepherd.edu/'],,,United States,https://assets.suweb.site/assets/svg/logo.svg,TRUE,
US,Sherman College of Straight Chiropractic,['http://www.sherman.edu/'],,,United States,https://www.sherman.edu/wp-content/uploads/2020/03/logo.svg,TRUE,
US,Shimer College,['http://www.shimer.edu/'],,,United States,https://www.crwflags.com/FOTW/images/u/us_u_shi).gif,FALSE,
US,Siena College,['http://www.siena.edu/'],,,United States,https://www.collegeconsensus.com/wp-content/uploads/2020/04/Siena-College-logo.png,FALSE,Loudonville
